Date,High,Low,Open,Close,Volume,AdjClose,%Change,MA5,MA10,MA15,MA20,MA25,MA30,MA50,MA100,MA200,EMA5,EMA10,EMA15,EMA20,EMA25,EMA30,EMA50,EMA100,EMA200,UpperBand,LowerBand,Sto%K,Sto%D,CCI,ROC,ForceIndex,RSI(14),Rating
8/22/2016,218.8000031,217.8300018,218.2599945,218.5299988,61368800,204.2158966,0,-0.0002,0.0007,0.0033,0.0045,0.0054,0.0072,0.0249,0.0414,0,0.0001,0.0011,0.0028,0.005,0.0074,0.0099,0.0193,0.0365,0.0522,-0.0048,0.0141,-191.1257789,-189.1086155,31.58250901,0.160424402,510.4109469,60.6788817,Hold
8/23/2016,219.6000061,218.8999939,219.25,218.9700012,53399200,204.6270599,0.002,0.0024,0.0025,0.0049,0.0061,0.007,0.0084,0.0261,0.0427,0,0.0014,0.0026,0.0042,0.0063,0.0087,0.0111,0.0205,0.0378,0.0536,-0.0034,0.0158,-179.8678334,-187.313936,81.9034854,0.611096748,159.6777531,62.61614943,Sell
8/24/2016,218.9100037,217.3600006,218.8000031,217.8500061,71728900,203.5804443,-0.0051,-0.0037,-0.003,-0.0013,0.0005,0.0013,0.0026,0.0197,0.0368,0,-0.0025,-0.0021,-0.0008,0.0011,0.0032,0.0056,0.0147,0.0318,0.0476,-0.0086,0.0097,-402.1802353,-257.7246159,-40.84013535,-0.365876918,-408.8818735,55.16557971,Hold
8/25/2016,218.1900024,217.2200012,217.3999939,217.6999969,69224800,203.4402466,-0.0007,-0.0039,-0.0038,-0.0025,-0.0005,0.0005,0.0015,0.018,0.0354,0,-0.0021,-0.0023,-0.0013,0.0003,0.0024,0.0045,0.0134,0.0304,0.0463,-0.0094,0.0085,-526.3468237,-369.4649642,-94.76476093,-0.347898074,-899.2062377,54.23464661,Hold
8/26/2016,219.1199951,216.25,217.9199982,217.2899933,122506300,203.0570984,-0.0019,-0.0047,-0.0052,-0.0048,-0.0026,-0.0016,-0.0007,0.015,0.0328,0,-0.0027,-0.0034,-0.0028,-0.0014,0.0004,0.0025,0.0111,0.0279,0.0437,-0.0114,0.0063,-393.817241,-440.7814334,-100.7611931,-0.821588415,-767.0663483,51.66847136,Hold
8/29/2016,218.6699982,217.3999939,217.4400024,218.3600006,70502200,204.0570374,0.0049,0.0013,0.0002,0.0004,0.0022,0.0033,0.004,0.0191,0.0373,0,0.0015,0.0012,0.0019,0.0032,0.0049,0.0069,0.0154,0.0323,0.0482,-0.0064,0.011,-363.9683711,-428.0441453,-19.84467259,0.183517579,-6.594520355,57.34140194,Hold
8/30/2016,218.5899963,217.3500061,218.2599945,218,58114500,203.7206116,-0.0016,-0.0002,-0.0011,-0.0014,0.0003,0.0013,0.0021,0.0163,0.0348,0,-0.0001,-0.0003,0.0002,0.0014,0.003,0.0049,0.0132,0.0299,0.0459,-0.0066,0.0073,-374.0109134,-377.2655085,-45.20770368,-0.16944457,-467.0459901,55.00225298,Hold
8/31/2016,217.75,216.4700012,217.6100006,217.3800049,85269500,203.1411896,-0.0028,-0.0021,-0.004,-0.0041,-0.0031,-0.0018,-0.001,0.0124,0.0311,0,-0.002,-0.0026,-0.0023,-0.0013,0.0002,0.0019,0.0099,0.0264,0.0424,-0.0089,0.0027,-391.3070609,-376.4287818,-122.3395995,-0.67624596,-924.3470899,51.13338006,Hold
9/1/2016,217.7299957,216.0299988,217.3699951,217.3899994,97844200,203.1505737,0,-0.0016,-0.0035,-0.004,-0.0034,-0.0019,-0.001,0.0116,0.0305,0,-0.0013,-0.0021,-0.002,-0.0012,0.0002,0.0019,0.0095,0.0259,0.0419,-0.0082,0.0015,-360.7674685,-375.3618143,-113.3052398,-0.526206312,-1042.356645,51.19325825,Hold
9/2/2016,218.8699951,217.6999969,218.3899994,218.3699951,79293900,204.066391,0.0045,0.0032,0.0017,0.0009,0.0009,0.0025,0.0033,0.0153,0.0345,0,0.0021,0.002,0.0022,0.003,0.0043,0.006,0.0135,0.0299,0.046,-0.0039,0.0058,-335.1143766,-362.396302,31.62542077,-0.073209587,-444.5762728,56.76158237,Hold
9/6/2016,219.1199951,217.8600006,218.6999969,219.0299988,56702100,204.6831512,0.003,0.0052,0.0048,0.0039,0.0039,0.0053,0.0062,0.0177,0.0371,0,0.0034,0.0041,0.0046,0.0055,0.0068,0.0084,0.0159,0.0323,0.0485,-0.0013,0.0091,-317.8382144,-337.9066865,66.9565481,0.027411481,625.2579743,60.06589326,Hold
9/7/2016,219.2200012,218.3000031,218.8399963,219.0099945,76554900,204.6644287,-0.0001,0.0045,0.0045,0.0038,0.0036,0.0048,0.0057,0.0161,0.0364,0,0.0022,0.0033,0.0039,0.0049,0.0062,0.0078,0.0152,0.0315,0.0478,-0.0018,0.009,-318.3626541,-323.7717484,75.92618279,0.532459971,937.1714046,59.91620479,Hold
9/8/2016,218.9400024,218.1499939,218.6199951,218.5099945,74102900,204.1972198,-0.0023,0.0013,0.0022,0.0012,0.0011,0.0019,0.0031,0.0119,0.0334,0,0,0.0008,0.0014,0.0023,0.0036,0.0051,0.0124,0.0286,0.0449,-0.0041,0.0064,-331.4497102,-322.5501929,43.9765768,0.37208629,844.8630654,56.15538165,Hold
9/9/2016,217.0299988,213.25,216.9700012,213.2799988,221589100,199.3097839,-0.0239,-0.0237,-0.0221,-0.0228,-0.0231,-0.0225,-0.0213,-0.0137,0.0082,0,-0.0161,-0.019,-0.0198,-0.0196,-0.0189,-0.0177,-0.0114,0.0039,0.0196,-0.0342,-0.0117,-219.5307506,-289.7810383,-195.9824758,-1.845448636,-10519.39612,32.89480061,Hold
9/12/2016,216.8099976,212.3099976,212.3899994,216.3399963,168110900,202.169342,0.0143,-0.006,-0.0061,-0.0071,-0.0078,-0.0079,-0.0067,-0.0001,0.0224,0,-0.0013,-0.0041,-0.005,-0.005,-0.0044,-0.0034,0.0027,0.0179,0.0338,-0.0196,0.0042,-139.1034792,-230.02798,-125.5081992,-0.925082191,-2607.85317,46.78391692,Hold
9/13/2016,215.1499939,212.5,214.8399963,213.2299957,182828800,199.2630615,-0.0144,-0.0184,-0.0199,-0.0207,-0.0216,-0.0218,-0.0208,-0.0151,0.0074,0,-0.0105,-0.0151,-0.0169,-0.0175,-0.0173,-0.0166,-0.0113,0.0032,0.0187,-0.0362,-0.0066,-188.8122883,-182.4821727,-147.4590771,-2.188070227,-7090.334979,38.14305272,Hold
9/14/2016,214.6999969,212.5,213.2899933,213.1499939,134185500,199.1882629,-0.0004,-0.0135,-0.018,-0.0195,-0.0207,-0.0213,-0.0207,-0.0158,0.0068,0,-0.0073,-0.0127,-0.0152,-0.0162,-0.0164,-0.0159,-0.0112,0.0028,0.0181,-0.0377,-0.003,-189.8947564,-172.6035079,-121.5715703,-1.945901097,-5316.846546,37.94878573,Hold
9/15/2016,215.7299957,212.75,212.9600067,215.2799988,134427900,201.178772,0.01,0.0018,-0.006,-0.0079,-0.0098,-0.0107,-0.0105,-0.0064,0.0166,0,0.0018,-0.0023,-0.0047,-0.0058,-0.006,-0.0057,-0.0013,0.0125,0.0279,-0.0274,0.0085,-161.0885628,-179.9318691,-71.35409654,-0.970610972,-3881.765607,45.8522809,Hold
9/16/2016,213.6900024,212.5700073,213.4799957,213.3699951,155236400,200.4011078,-0.0039,0.0009,-0.0088,-0.0109,-0.0129,-0.0141,-0.0142,-0.0108,0.0123,0,-0.0014,-0.005,-0.0075,-0.0087,-0.0091,-0.0089,-0.0049,0.0084,0.0237,-0.031,0.0059,-172.3427418,-174.4420203,-89.43028124,-1.796122911,-6647.290109,43.52005318,Hold
9/19/2016,214.8800049,213.0299988,214.1300049,213.4100037,80250500,200.4386749,0.0002,0,-0.0073,-0.0098,-0.0117,-0.0131,-0.0137,-0.011,0.0121,0,-0.0008,-0.004,-0.0064,-0.0077,-0.0083,-0.0082,-0.0046,0.0084,0.0236,-0.0302,0.0075,-171.7990787,-168.4101278,-61.86168832,-2.073681342,-3391.188541,43.66911187,Hold
9/20/2016,214.5899963,213.3800049,214.4100037,213.4199982,69665300,200.4480591,0,0.0018,-0.0055,-0.0089,-0.0108,-0.0123,-0.0131,-0.0112,0.0119,0,-0.0005,-0.0032,-0.0055,-0.007,-0.0076,-0.0076,-0.0043,0.0083,0.0233,-0.0295,0.0087,-171.6632734,-171.9350313,-52.91044143,-2.060137981,-2611.864096,43.70907626,Hold
9/21/2016,216.0299988,213.4400024,214.2400055,215.8200073,110284400,202.7021942,0.0112,0.0118,0.0078,0.0035,0.0013,-0.0004,-0.0015,-0.0001,0.0229,0,0.0071,0.0065,0.0049,0.0038,0.0033,0.0033,0.0066,0.0192,0.0344,-0.017,0.0203,-139.0419429,-160.834765,-9.067397658,-0.732147889,3741.299321,52.43792213,Hold
9/22/2016,217.5299988,216.7100067,217,217.1799927,76678700,203.9795074,0.0063,0.0147,0.0152,0.0101,0.0081,0.0061,0.005,0.006,0.0288,0,0.0089,0.0105,0.0098,0.0092,0.0089,0.009,0.0124,0.0251,0.0404,-0.0105,0.0274,-120.5569565,-143.7540576,54.81995099,2.342947455,1388.011301,56.54955929,Hold
9/23/2016,216.8800049,215.8800049,216.7200012,215.9900055,73630900,202.8618469,-0.0055,0.0063,0.0097,0.0043,0.0025,0.0006,-0.0006,0.0002,0.0226,0,0.0023,0.0041,0.0038,0.0033,0.0031,0.0033,0.0066,0.0191,0.0343,-0.0159,0.0216,-136.7314852,-132.1101282,32.56424263,0.342537041,2649.818079,52.28995357,Hold
9/26/2016,215.2299957,214.0099945,215.0200043,214.2400055,89827300,201.2182617,-0.0081,-0.0043,-0.0002,-0.0037,-0.0055,-0.0072,-0.0084,-0.008,0.0137,0,-0.0039,-0.0033,-0.0038,-0.0044,-0.0046,-0.0045,-0.0015,0.0106,0.0256,-0.0238,0.0135,-160.5170761,-139.268506,-18.61257417,0.981215575,1823.493093,46.71703789,Hold
9/27/2016,215.6799927,213.6199951,214.0500031,215.5700073,78494800,202.467392,0.0062,0.0011,0.0065,0.0034,0.0011,-0.0004,-0.0018,-0.0018,0.0195,0,0.0015,0.0023,0.0021,0.0016,0.0014,0.0015,0.0045,0.0165,0.0316,-0.0169,0.0198,-148.4554803,-148.5680139,8.54128815,1.646246109,1011.499688,50.99199195,Hold
9/28/2016,216.8200073,214.7100067,215.8300018,216.6399994,87411000,203.4723511,0.005,0.0041,0.0098,0.0091,0.0065,0.0049,0.0035,0.0031,0.0239,0,0.0043,0.006,0.0062,0.006,0.0059,0.0061,0.0091,0.0211,0.0363,-0.0115,0.0252,-169.3035329,-159.4253631,79.50139234,1.140070137,2684.604469,54.17728406,Hold
9/29/2016,216.8699951,214.0399933,216.3999939,214.6799927,128070600,201.6314545,-0.009,-0.0058,-0.0014,0.0004,-0.0026,-0.004,-0.0055,-0.0061,0.014,0,-0.0032,-0.0026,-0.0026,-0.0028,-0.003,-0.0028,-3.49E-08,0.0117,0.0266,-0.0203,0.0158,-204.5697432,-174.1095855,29.4335658,0.613942055,1527.599915,48.02024037,Hold
9/30/2016,217.1199951,215.3600006,215.6499939,216.3000031,117202900,203.1529846,0.0075,0.0041,0.0059,0.0088,0.0053,0.0039,0.0024,0.0015,0.0211,0,0.0029,0.0041,0.0043,0.0042,0.0042,0.0044,0.0072,0.0189,0.0339,-0.0125,0.0239,-185.8254006,-186.5662256,76.68997128,1.354184612,3170.251172,52.79527301,Hold
10/3/2016,216.0399933,215.0399933,215.8200073,215.7799988,83512100,202.6646271,-0.0024,0.0014,0.0021,0.0051,0.0029,0.0016,0.0002,-0.001,0.0182,0,0.0003,0.0013,0.0017,0.0016,0.0017,0.0018,0.0046,0.0161,0.031,-0.0144,0.0209,-195.5343004,-195.3098147,36.52458046,1.105806663,-31.37310641,51.17045989,Hold
10/4/2016,216.1699982,213.9900055,215.9100037,214.6799927,119948100,201.6314545,-0.0051,-0.0052,-0.0041,-0.0002,-0.0018,-0.0034,-0.0046,-0.0061,0.0125,0,-0.0032,-0.0031,-0.003,-0.0031,-0.0032,-0.003,-0.0005,0.0107,0.0255,-0.018,0.0148,-220.5357198,-200.6318069,-7.202395126,-0.528232933,-2816.444935,47.81759701,Hold
10/5/2016,216.1300049,215.3300018,215.4100037,215.6300049,72816000,202.5237427,0.0044,0.0001,-0.0003,0.0034,0.0033,0.0014,0.0002,-0.0016,0.0165,0,0.0008,0.0011,0.0012,0.0012,0.0011,0.0013,0.0038,0.0149,0.0296,-0.0117,0.0188,-202.5460072,-206.2053425,31.5700335,-0.713681874,-246.1939893,50.81500628,Hold
10/6/2016,216.0399933,214.7400055,215.3699951,215.7799988,62927400,202.6646271,0.0007,0.0017,0.0005,0.003,0.0046,0.0024,0.0012,-0.0009,0.0166,0,0.001,0.0015,0.0017,0.0017,0.0017,0.0018,0.0043,0.0153,0.03,-0.0096,0.0191,-230.3415934,-217.8077735,12.17045747,-0.097218798,910.1601133,51.29075302,Hold
10/7/2016,216.3000031,214.1900024,216.1000061,215.0399933,89788300,201.969635,-0.0034,-0.0028,-0.0023,-0.0009,0.0015,-0.001,-0.0021,-0.0043,0.0125,0,-0.0016,-0.0016,-0.0015,-0.0016,-0.0016,-0.0015,0.0008,0.0115,0.0262,-0.0115,0.0149,-274.949076,-235.9455589,-21.08894274,0.373412077,-446.9275107,48.78394133,Hold
10/10/2016,216.6999969,215.9900055,216.1600037,216.1600037,51855000,203.0215302,0.0052,0.0036,0.0034,0.0038,0.006,0.0045,0.0034,0.0009,0.0172,0,0.0024,0.0029,0.0032,0.0033,0.0033,0.0035,0.0058,0.0165,0.0311,-0.0073,0.0198,-254.7306019,-253.3404238,62.43923396,0.273692558,-233.7731895,52.56294764,Hold
10/11/2016,215.7400055,212.5800018,215.6600037,213.4299927,130367400,200.457428,-0.0126,-0.0094,-0.0102,-0.0097,-0.0069,-0.008,-0.0093,-0.0117,0.0038,0,-0.0069,-0.008,-0.0083,-0.0085,-0.0087,-0.0086,-0.0066,0.0035,0.0179,-0.0191,0.0057,-244.9006329,-258.1934369,-128.6342105,-1.48173601,-1530.547809,44.03380728,Hold
10/12/2016,214.3200073,213.0099945,213.5899963,213.7100067,73866100,200.7204437,0.0013,-0.007,-0.0079,-0.0084,-0.0059,-0.0059,-0.0074,-0.0102,0.0045,0,-0.0037,-0.0055,-0.0061,-0.0065,-0.0068,-0.0068,-0.0051,0.0048,0.019,-0.0168,0.0053,-261.2241331,-253.618456,-128.4337454,-0.451819754,-1796.823089,45.0193301,Hold
10/13/2016,213.5899963,211.2100067,212.1600037,213.0099945,101357000,200.0630035,-0.0033,-0.0084,-0.0098,-0.011,-0.0095,-0.0084,-0.0102,-0.0134,0.0008,0,-0.0047,-0.0072,-0.0082,-0.0089,-0.0093,-0.0095,-0.008,0.0014,0.0155,-0.0211,0.0023,-188.612945,-231.579237,-153.8231014,-1.521011904,-2636.927567,42.9818866,Hold
10/14/2016,214.6900024,213.0299988,214.1499939,213.1199951,93346200,200.1663055,0.0005,-0.0054,-0.0085,-0.0092,-0.0087,-0.007,-0.0091,-0.0127,0.0008,0,-0.0028,-0.0054,-0.0067,-0.0076,-0.0081,-0.0084,-0.0072,0.0019,0.0158,-0.0204,0.0033,-186.8650227,-212.2340336,-80.42661059,-1.232736847,-1367.660847,43.41522118,Hold
10/17/2016,213.3899994,212.1699982,213.0899963,212.3800049,58275700,199.4712982,-0.0035,-0.007,-0.0105,-0.0118,-0.0121,-0.0106,-0.0121,-0.0159,-0.003,0,-0.0042,-0.0073,-0.0089,-0.01,-0.0107,-0.0111,-0.0103,-0.0015,0.0121,-0.0245,0.0007,-198.624899,-191.3676222,-112.57246,-1.071338922,-1778.833375,41.14933224,Hold
10/18/2016,214.3099976,213.2700043,214.2400055,213.7100067,76869700,200.7204437,0.0063,0.0027,-0.0027,-0.005,-0.0057,-0.0039,-0.0051,-0.0093,0.003,0.042,0.0014,-0.0009,-0.0024,-0.0034,-0.0041,-0.0046,-0.0039,0.0046,0.0183,-0.0181,0.007,-177.4887237,-187.6595485,-46.75454541,-0.890413601,-1494.487908,46.54892919,Hold
10/19/2016,214.6399994,213.6000061,214.0200043,214.2799988,66519200,201.2557678,0.0027,0.0051,0.0004,-0.0018,-0.0031,-0.0016,-0.0018,-0.0064,0.0054,0.0443,0.0027,0.0015,0.0002,-0.0007,-0.0014,-0.0018,-0.0012,0.0072,0.0207,-0.0154,0.0096,-168.4307686,-181.5147971,-21.16833703,-0.695167812,-474.8587422,48.72034737,Hold
10/20/2016,214.5299988,213.1100006,213.8699951,213.8800049,73639800,200.8801117,-0.0019,0.0027,-0.0009,-0.0029,-0.0046,-0.0038,-0.0031,-0.008,0.0032,0.042,0.0005,-0.0003,-0.0014,-0.0023,-0.003,-0.0034,-0.0029,0.0052,0.0186,-0.016,0.0071,-188.1587139,-178.0260687,-31.98546156,-0.539449069,-1576.936269,47.26916058,Hold
10/21/2016,214.0800018,212.7599945,213.8800049,213.9799957,89089100,200.973999,0.0005,0.0024,0.0005,-0.0022,-0.0034,-0.0033,-0.0021,-0.0073,0.0034,0.042,0.0007,0.0001,-0.0008,-0.0017,-0.0023,-0.0028,-0.0024,0.0055,0.0189,-0.0145,0.0081,-186.4485592,-181.0126806,-38.86249881,-1.008529059,460.2084948,47.68854369,Hold
10/24/2016,215.3200073,214.4799957,215,214.8899994,60146600,201.8287354,0.0043,0.0058,0.0053,0.0027,0.0014,0.0008,0.0018,-0.0027,0.0074,0.0459,0.0033,0.0036,0.003,0.0023,0.0018,0.0014,0.0018,0.0096,0.0229,-0.0099,0.0128,-170.8795637,-181.8289456,39.10080419,0.684089079,666.5997311,51.47248321,Hold
10/25/2016,214.9799957,213.9799957,214.6799927,214.1699982,66542300,201.1524658,-0.0034,0.0001,0.0025,-0.0004,-0.0022,-0.0028,-0.0015,-0.0058,0.0037,0.0417,-0.0001,0.0002,-0.0003,-0.0009,-0.0015,-0.0018,-0.0015,0.0061,0.0193,-0.0132,0.0091,-183.1977921,-180.175305,14.87529077,0.215235721,724.9532589,48.48421169,Hold
10/26/2016,214.4199982,212.9299927,213.2100067,213.7400055,75705500,200.7486267,-0.002,-0.0023,0.0001,-0.0022,-0.0038,-0.0049,-0.0038,-0.0075,0.0014,0.039,-0.0014,-0.0015,-0.002,-0.0027,-0.0032,-0.0036,-0.0034,0.004,0.017,-0.014,0.0066,-190.5537088,-181.5436882,-22.57741179,0.342703627,440.8491511,46.7391957,Hold
10/27/2016,214.6199951,213.0800018,214.5800018,213.1699982,77220200,200.2132568,-0.0027,-0.0045,-0.0026,-0.0043,-0.0058,-0.0072,-0.0067,-0.0098,-0.0015,0.0356,-0.0027,-0.0034,-0.0041,-0.0048,-0.0054,-0.0058,-0.0058,0.0013,0.0141,-0.0163,0.0049,-200.3054543,-191.3523184,-20.48444595,0.023456143,572.9419289,44.4549169,Hold
10/28/2016,213.9299927,211.7100067,213.1399994,212.5399933,140623200,199.6215515,-0.003,-0.0068,-0.0056,-0.0064,-0.0084,-0.0094,-0.0095,-0.0124,-0.0046,0.0319,-0.0038,-0.0052,-0.0062,-0.007,-0.0077,-0.0082,-0.0084,-0.0016,0.011,-0.0186,0.002,-255.815857,-215.55834,-95.34740866,0.075325772,-1545.297393,42.01110269,Hold
10/31/2016,213.1900024,212.3600006,212.9299927,212.5500031,61272500,199.6309509,0,-0.0054,-0.0053,-0.0056,-0.0075,-0.0087,-0.0093,-0.0119,-0.0047,0.0313,-0.0025,-0.0042,-0.0054,-0.0063,-0.0071,-0.0077,-0.008,-0.0016,0.0109,-0.0175,0.0028,-281.7288094,-245.9500402,-83.74529981,-0.542791147,-995.5659317,42.06558619,Hold
11/1/2016,212.9900055,209.6000061,212.9299927,211.0099945,122781800,198.1845398,-0.0072,-0.0104,-0.0125,-0.0117,-0.0139,-0.0156,-0.0163,-0.0186,-0.012,0.0232,-0.0065,-0.0094,-0.011,-0.0122,-0.0132,-0.0139,-0.0146,-0.0086,0.0036,-0.0255,-0.0021,-199.5710467,-245.7052377,-156.3411605,-1.526032302,-3309.671698,36.39828022,Hold
11/2/2016,211.1000061,209.2299957,210.6499939,209.7400055,103330800,196.991745,-0.006,-0.0135,-0.0172,-0.0169,-0.019,-0.0207,-0.0219,-0.0239,-0.0181,0.0164,-0.0084,-0.0126,-0.0149,-0.0165,-0.0177,-0.0186,-0.0198,-0.0143,-0.0024,-0.0325,-0.0052,-200.9561154,-227.4186572,-164.7489259,-1.935665341,-4114.894945,32.50865801,Hold
11/3/2016,210.2400055,208.4600067,209.9900055,208.7799988,88939300,196.0900879,-0.0046,-0.0143,-0.0197,-0.0202,-0.0222,-0.0239,-0.0255,-0.0276,-0.0227,0.0111,-0.0086,-0.014,-0.017,-0.019,-0.0205,-0.0216,-0.0233,-0.0184,-0.0069,-0.0378,-0.0061,-180.3195003,-193.6155542,-148.6011948,-2.43012089,-5103.912881,29.90694734,Hold
11/4/2016,209.8899994,208.3800049,208.9100037,208.5500031,109122100,195.8740997,-0.0011,-0.0113,-0.0184,-0.02,-0.0216,-0.0239,-0.0253,-0.028,-0.0239,0.0094,-0.0065,-0.0124,-0.0159,-0.0182,-0.02,-0.0213,-0.0235,-0.0191,-0.0079,-0.0393,-0.0034,-180.200299,-187.1586383,-124.0769844,-2.950340847,-5759.863922,29.30198244,Buy
11/7/2016,213.1900024,208.5500031,208.5500031,213.1499939,109794900,200.1944275,0.0221,0.0144,0.0058,0.0031,0.0015,-0.0009,-0.0026,-0.0058,-0.0026,0.0311,0.0102,0.0077,0.0051,0.0031,0.0015,0.0003,-0.0019,0.0025,0.0138,-0.0152,0.0186,-117.9477596,-159.4891863,-29.60828366,-0.476274713,-608.482478,50.75855386,Hold
11/8/2016,214.7700043,212.3800049,212.6900024,214.1100006,106772100,201.0960999,0.0045,0.0184,0.0112,0.0074,0.0067,0.0041,0.0021,-0.001,0.0016,0.035,0.0098,0.01,0.0084,0.0069,0.0056,0.0045,0.0025,0.0068,0.0181,-0.0102,0.0242,-104.955367,-134.3678085,44.85705302,0.173088678,942.6300296,53.90298875,Hold
11/9/2016,217.1000061,212.3399963,212.3699951,216.3800049,258429000,203.2281494,0.0106,0.0261,0.0219,0.0179,0.0172,0.0148,0.0129,0.0098,0.0118,0.0453,0.0136,0.0168,0.0167,0.0159,0.015,0.0142,0.0126,0.0171,0.0286,-0.0014,0.0365,-59.08090307,-93.99467653,88.0314736,1.505840635,9320.494888,60.3503804,Hold
11/10/2016,218.3099976,215.2200012,217.3000031,216.9199982,172113300,203.7353363,0.0025,0.0223,0.0232,0.0198,0.0191,0.0172,0.0155,0.0124,0.0139,0.0471,0.0107,0.0158,0.0168,0.0166,0.0161,0.0156,0.0146,0.0193,0.0308,-0.0014,0.0404,-46.77413902,-70.27013635,115.2515561,2.060791913,7064.193115,61.72194587,Hold
11/11/2016,216.6999969,215.3200073,216.0800018,216.4199982,100552700,203.2657166,-0.0023,0.0122,0.0191,0.0165,0.0158,0.0146,0.0128,0.01,0.0111,0.044,0.0056,0.011,0.0126,0.0129,0.0127,0.0124,0.0117,0.0166,0.0281,-0.0057,0.0383,-51.50344514,-52.45282908,89.38741024,1.820742529,5109.260422,59.66391317,Hold
11/14/2016,217.2700043,215.7200012,217.0299988,216.5899963,94580000,203.4253693,0.0008,0.0055,0.018,0.0165,0.0158,0.0152,0.0136,0.0108,0.0115,0.0441,0.0042,0.0096,0.0117,0.0124,0.0125,0.0123,0.012,0.017,0.0286,-0.0067,0.0394,-49.89566238,-49.39108218,89.67064144,2.64441892,6084.921832,60.15037805,Hold
11/15/2016,218.2799988,216.8000031,217.0399933,218.2799988,91652600,205.0126801,0.0078,0.0102,0.024,0.0239,0.0227,0.023,0.0214,0.0188,0.019,0.0516,0.008,0.0143,0.0171,0.0183,0.0188,0.0189,0.0191,0.0245,0.0362,-0.002,0.0488,-33.91064766,-45.10325173,102.6416189,4.071711258,8177.787705,64.70768454,Hold
11/16/2016,218.1399994,217.4199982,217.5599976,217.8699951,65617700,204.6275635,-0.0019,0.0044,0.0186,0.0206,0.0197,0.0202,0.0189,0.0168,0.0164,0.0489,0.0041,0.0101,0.0133,0.0148,0.0155,0.0159,0.0165,0.0221,0.0338,-0.0064,0.0473,-37.78896449,-40.53175818,89.14658414,4.35385372,5743.82158,62.83023765,Hold
11/17/2016,219.0599976,217.9199982,218.0500031,218.9900055,69797200,205.6795044,0.0051,0.0082,0.02,0.0246,0.0241,0.0246,0.0237,0.022,0.0207,0.0535,0.0061,0.0125,0.0161,0.0181,0.0191,0.0197,0.0209,0.0268,0.0387,-0.0042,0.0541,-25.28560244,-32.32840486,90.50827489,5.005973059,3828.430097,65.75315285,Hold
11/18/2016,219.2700043,218.2899933,219.0700073,218.5,86265800,205.2192535,-0.0022,0.004,0.0129,0.0204,0.0206,0.0212,0.0209,0.0196,0.0176,0.0504,0.0026,0.0083,0.0121,0.0143,0.0155,0.0163,0.0179,0.024,0.036,-0.009,0.052,-29.02434821,-30.69963838,78.51635634,2.509972986,3556.871513,63.40389697,Hold
11/21/2016,220.1799927,219,219.1699982,220.1499939,72402600,206.7689972,0.0076,0.0096,0.0158,0.0262,0.0272,0.0279,0.0281,0.0267,0.0246,0.0575,0.0067,0.013,0.0172,0.0198,0.0214,0.0224,0.0245,0.031,0.0433,-0.0048,0.0614,-13.65262167,-22.65419077,84.10693016,2.820988245,2563.665854,67.60139069,Hold
11/22/2016,220.7899933,219.7299957,220.5099945,220.5800018,67429000,207.1728821,0.002,0.0083,0.0145,0.0258,0.028,0.0284,0.0295,0.0282,0.0261,0.0586,0.0058,0.0122,0.0168,0.0197,0.0215,0.0228,0.0255,0.0324,0.0448,-0.0063,0.0647,-9.727026033,-17.46799864,82.65441226,1.941036553,2317.902742,68.61181511,Hold
11/23/2016,220.7599945,219.75,219.9799957,220.6999969,56620200,207.2855835,0.0005,0.0068,0.0121,0.0233,0.027,0.0276,0.0289,0.028,0.0261,0.0582,0.0042,0.0104,0.0151,0.0183,0.0204,0.0218,0.025,0.0323,0.0448,-0.009,0.0657,-8.818875177,-10.73284096,75.99525889,1.742578021,2276.056703,68.90325491,Hold
11/25/2016,221.5599976,221.0099945,221.1000061,221.5200043,37872300,208.0557404,0.0037,0.0079,0.0138,0.0237,0.0291,0.0302,0.0316,0.031,0.0293,0.0612,0.0053,0.0116,0.0165,0.0199,0.0222,0.0239,0.0276,0.0353,0.0481,-0.0087,0.07,-3.799099954,-7.448333721,94.50241384,2.356533057,1753.628032,70.89221603,Hold
11/28/2016,221.4799957,220.3600006,221.1600037,220.4799957,76572500,207.0789337,-0.0047,0.0009,0.0069,0.0149,0.0223,0.0239,0.0254,0.0254,0.0238,0.0551,0.0004,0.0056,0.0103,0.0137,0.0161,0.0178,0.0219,0.0298,0.0427,-0.0158,0.0635,-57.06140917,-23.22646143,77.36652257,1.796022033,1582.182085,65.19648298,Hold
11/29/2016,221.4400024,220.1699982,220.5200043,220.9100037,69886700,207.4828186,0.002,0.001,0.007,0.0132,0.0224,0.0247,0.0262,0.0268,0.0252,0.0563,0.0016,0.0062,0.0107,0.0141,0.0167,0.0185,0.0229,0.0312,0.0442,-0.016,0.064,-52.68087952,-37.84712955,73.43056256,1.204871108,1995.443585,66.39858766,Hold
11/30/2016,221.8200073,220.3099976,221.6300049,220.3800049,113291800,206.9850311,-0.0024,-0.0021,0.0026,0.0083,0.018,0.0211,0.0224,0.0236,0.0223,0.0529,-0.0006,0.0031,0.0072,0.0106,0.0131,0.015,0.0196,0.0281,0.0413,-0.0192,0.0581,-124.7721587,-78.17148248,66.38945657,1.152077272,1479.054736,63.48799254,Hold
